Date,Strategy Return,MACD Return,RSI Return,BB Return,Buy & Hold Returns
2021-02-22,0.004316729031036398,0.001,0.001,0.004316729031036398,0.004316729031036398
2021-02-23,-0.011007327640787778,0.001,0.001,-0.011007327640787778,-0.011007327640787778
2021-02-24,-0.03293690001850802,0.001,0.001,-0.03293690001850802,-0.03293690001850802
2021-02-25,0.011632467716052848,0.001,0.001,0.011632467716052848,0.011632467716052848
2021-02-26,0.017057488725899683,0.001,0.001,0.017057488725899683,0.017057488725899683
2021-03-01,-0.016540301818484742,0.001,0.001,-0.016540301818484742,-0.016540301818484742
2021-03-02,-0.029358478249911932,0.001,0.001,-0.029358478249911932,-0.029358478249911932
2021-03-03,-0.009170074897274566,0.001,0.001,-0.009170074897274566,-0.009170074897274566
2021-03-04,0.007658083796422065,0.001,0.001,0.007658083796422065,0.007658083796422065
2021-03-05,-0.016299583149453855,0.001,0.001,-0.016299583149453855,-0.016299583149453855
2021-03-08,0.036879873274693574,0.001,0.001,0.036879873274693574,0.036879873274693574
2021-03-09,-0.0017024656850275469,0.001,0.001,-0.0017024656850275469,-0.0017024656850275469
2021-03-10,0.018133028189585527,0.001,0.001,0.018133028189585527,0.018133028189585527
2021-03-11,-0.0077703841773409145,0.001,0.001,-0.0077703841773409145,-0.0077703841773409145
2021-03-12,-0.002531144890792291,-0.002531144890792291,0.001,-0.002531144890792291,-0.002531144890792291
2021-03-15,0.0032979661178309406,0.0032979661178309406,0.001,0.0032979661178309406,0.0032979661178309406
2021-03-16,0.014089129048404545,0.014089129048404545,0.001,0.014089129048404545,0.014089129048404545
2021-03-17,-0.03496292546552067,-0.03496292546552067,0.001,-0.03496292546552067,-0.03496292546552067
2021-03-18,0.015392830040768038,0.015392830040768038,0.001,0.015392830040768038,0.015392830040768038
2021-03-19,0.011610547696605156,0.011610547696605156,0.001,0.011610547696605156,0.011610547696605156
2021-03-22,0.008523856571831514,0.008523856571831514,0.001,0.008523856571831514,0.008523856571831514
2021-03-23,-0.016203881085462144,-0.016203881085462144,0.001,-0.016203881085462144,-0.016203881085462144
2021-03-24,-0.013307791454017294,-0.013307791454017294,0.001,-0.013307791454017294,-0.013307791454017294
2021-03-25,0.0018923206745425616,0.0018923206745425616,0.001,0.0018923206745425616,0.0018923206745425616
2021-03-26,0.007735312514846097,0.007735312514846097,0.001,0.007735312514846097,0.007735312514846097
2021-03-29,-0.006667777807782873,-0.006667777807782873,0.001,-0.006667777807782873,-0.006667777807782873
2021-03-30,0.012616087083554913,0.012616087083554913,0.001,0.012616087083554913,0.012616087083554913
