Date,Strategy Return,MACD Return,RSI Return,BB Return,Buy & Hold Returns
2021-02-22,-0.0011117240032422343,0.001,0.001,-0.0011117240032422343,-0.0011117240032422343
2021-02-23,-0.004060370516880425,0.001,0.001,-0.004060370516880425,-0.004060370516880425
2021-02-24,-0.03540193253422548,0.001,0.001,-0.03540193253422548,-0.03540193253422548
2021-02-25,0.002229138363397372,0.001,0.002229138363397372,0.002229138363397372,0.002229138363397372
2021-02-26,0.05245128052439601,0.001,0.05245128052439601,0.05245128052439601,0.05245128052439601
2021-03-01,0.0,0.001,0.001,-0.02111500003633978,-0.02111500003633978
2021-03-02,0.0,0.001,0.001,-0.02476059163392446,-0.02476059163392446
2021-03-03,0.0,0.001,0.001,-0.015938240244790403,-0.015938240244790403
2021-03-04,0.010681127752080941,0.001,0.001,0.010681127752080941,0.010681127752080941
2021-03-05,0.0,0.001,0.001,-0.042566755749575934,-0.042566755749575934
2021-03-08,0.039845201651029,0.001,0.001,0.039845201651029,0.039845201651029
2021-03-09,0.0,0.001,0.001,-0.009208950319345974,-0.009208950319345974
2021-03-10,0.0,0.001,0.001,0.01636802440921378,0.01636802440921378
2021-03-11,0.0,0.001,0.001,-0.007654675948712857,-0.007654675948712857
2021-03-12,0.0,0.001,0.001,0.024162461298138555,0.024162461298138555
2021-03-15,0.012662469607852573,0.012662469607852573,0.001,0.012662469607852573,0.012662469607852573
2021-03-16,-0.006471460708226777,-0.006471460708226777,0.001,-0.006471460708226777,-0.006471460708226777
2021-03-17,-0.03449323438986452,-0.03449323438986452,0.001,-0.03449323438986452,-0.03449323438986452
2021-03-18,-0.004490286299564084,-0.004490286299564084,0.001,-0.004490286299564084,-0.004490286299564084
2021-03-19,0.027941677791025406,0.027941677791025406,0.001,0.027941677791025406,0.027941677791025406
2021-03-22,-0.006912551195157183,-0.006912551195157183,0.001,-0.006912551195157183,-0.006912551195157183
2021-03-23,-0.02019608359087706,-0.02019608359087706,0.001,-0.02019608359087706,-0.02019608359087706
2021-03-24,0.004154900569348873,0.004154900569348873,0.001,0.004154900569348873,0.004154900569348873
2021-03-25,0.005128239181954568,0.005128239181954568,0.001,0.005128239181954568,0.005128239181954568
2021-03-26,0.001483926952502729,0.001483926952502729,0.001,0.001483926952502729,0.001483926952502729
2021-03-29,-0.012350423121959254,-0.012350423121959254,0.001,-0.012350423121959254,-0.012350423121959254
2021-03-30,0.018591735435863486,0.018591735435863486,0.001,0.018591735435863486,0.018591735435863486
2021-03-31,0.006934545176822819,0.006934545176822819,0.001,0.006934545176822819,0.006934545176822819
2021-04-01,0.02330359779765286,0.02330359779765286,0.001,0.02330359779765286,0.02330359779765286
2021-04-05,0.002459225846468795,0.002459225846468795,0.001,0.002459225846468795,0.002459225846468795
2021-04-06,0.01330154149850735,0.01330154149850735,0.001,0.01330154149850735,0.01330154149850735
2021-04-07,0.01905113813636069,0.01905113813636069,0.001,0.01905113813636069,0.01905113813636069
2021-04-08,0.020049269570346574,0.020049269570346574,0.001,0.020049269570346574,0.020049269570346574
