Date,Strategy Return,MACD Return,RSI Return,BB Return,Buy & Hold Returns
2021-02-22,-0.015001457449510954,-0.015001457449510954,0.001,-0.015001457449510954,-0.015001457449510954
2021-02-23,0.02493054643372588,0.001,0.001,0.02493054643372588,0.02493054643372588
2021-02-24,0.0,0.001,0.001,-0.085751876177336,-0.085751876177336
2021-02-25,0.030125920978283177,0.001,0.001,0.030125920978283177,0.030125920978283177
2021-02-26,0.009235699311950457,0.001,0.001,0.009235699311950457,0.009235699311950457
2021-03-01,-0.031968381626987674,0.001,0.001,-0.031968381626987674,-0.031968381626987674
2021-03-02,-0.04590478573310568,0.001,0.001,-0.04590478573310568,-0.04590478573310568
2021-03-03,-0.03452185436194206,0.001,0.001,-0.03452185436194206,-0.03452185436194206
2021-03-04,0.007349528782307953,0.001,0.001,0.007349528782307953,0.007349528782307953
2021-03-05,-0.0722208489312436,0.001,0.001,-0.0722208489312436,-0.0722208489312436
2021-03-08,0.07692430323270878,0.001,0.001,0.07692430323270878,0.07692430323270878
2021-03-09,-0.0041619240529334285,0.001,0.001,-0.0041619240529334285,-0.0041619240529334285
2021-03-10,0.04126377856632892,0.001,0.001,0.04126377856632892,0.04126377856632892
2021-03-11,-0.01063858934935073,0.001,0.001,-0.01063858934935073,-0.01063858934935073
2021-03-12,0.025743095154745585,0.001,0.001,0.025743095154745585,0.025743095154745585
2021-03-15,0.00755222176784224,0.001,0.001,0.00755222176784224,0.00755222176784224
2021-03-16,0.0037548294949660494,0.001,0.001,0.0037548294949660494,0.0037548294949660494
2021-03-17,0.0,-0.04748870321131016,0.001,-0.04748870321131016,-0.04748870321131016
2021-03-18,0.0,0.009640938563459382,0.001,0.009640938563459382,0.009640938563459382
2021-03-19,0.0,0.026161593712567866,0.001,0.026161593712567866,0.026161593712567866
2021-03-22,-0.008797672358284969,-0.008797672358284969,0.001,-0.008797672358284969,-0.008797672358284969
2021-03-23,-0.03327325283389995,-0.03327325283389995,0.001,-0.03327325283389995,-0.03327325283389995
2021-03-24,0.0,-0.008559022131548402,0.001,-0.008559022131548402,-0.008559022131548402
2021-03-25,0.0,0.023962202595821224,0.001,0.023962202595821224,0.023962202595821224
2021-03-26,0.008453774702087117,0.008453774702087117,0.001,0.008453774702087117,0.008453774702087117
2021-03-29,-0.00592565172086071,-0.00592565172086071,0.001,-0.00592565172086071,-0.00592565172086071
2021-03-30,0.036350341244573245,0.036350341244573245,0.001,0.036350341244573245,0.036350341244573245
2021-03-31,0.034134389728747994,0.034134389728747994,0.001,0.034134389728747994,0.034134389728747994
2021-04-01,0.012644378284169979,0.012644378284169979,0.001,0.012644378284169979,0.012644378284169979
2021-04-05,-0.009048889671320141,-0.009048889671320141,0.001,-0.009048889671320141,-0.009048889671320141
2021-04-06,0.020139980184274795,0.020139980184274795,0.001,0.020139980184274795,0.020139980184274795
2021-04-07,0.012192491768518098,0.012192491768518098,0.001,0.012192491768518098,0.012192491768518098
2021-04-08,0.005780510535391305,0.005780510535391305,0.001,0.005780510535391305,0.005780510535391305
